,GEOID_Data,facility_type,X.1,X,FID,OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,area_sqr_m,land_ratio,ORIG_FID,POINT_X,POINT_Y,facility_name,facility_lat,facility_lng,distance_rank,Dist_km_bm,Dur_min_bm,Dist_km_rt,Dur_min_rt,time,Dist_km_rg,Dur_min_rg
315,14000US39035102402,hospital,633,3161,632,53152,39,35,102402,39035102402,1024.02,Census Tract 1024.02,G5020,S,666530,0,41.4670716,-81.7428718,0.041678086,7.18E-05,0.257349,1,632,-81.74287169,41.46707165,MetroHealth,41.4620675,-81.698173,0,5.431,8.55,5.431,8.233333333,1/19/2019 16:00,5.431,8.016666667
319,14000US39035102402,police,2538,12686,632,53152,39,35,102402,39035102402,1024.02,Census Tract 1024.02,G5020,S,666530,0,41.4670716,-81.7428718,0.041678086,7.18E-05,0.257349,1,632,-81.74287169,41.46707165,Cleveland Police Department 2nd District,41.4594668,-81.7116446,0,8.058,7.033333333,3.734,8.816666667,1/19/2019 16:00,8.058,7.016666667
323,14000US39035102700,center,3102,13262,561,53007,39,35,102700,39035102700,1027,Census Tract 1027,G5020,S,1990073,0,41.467836,-81.7273416,0.066624649,0.000214497,0.768371,1,561,-81.72734126,41.46783606,Cleveland Downtown,41.5047834,-81.6856808,0,7.116,12.81666667,7.116,13.15,1/19/2019 16:00,7.116,13.28333333
325,14000US39035102700,fire,1832,9156,561,53007,39,35,102700,39035102700,1027,Census Tract 1027,G5020,S,1990073,0,41.467836,-81.7273416,0.066624649,0.000214497,0.768371,1,561,-81.72734126,41.46783606,Cleveland Fire Station 24,41.4699212,-81.7160376,0,1.211,3.15,1.211,4.533333333,1/19/2019 16:00,1.211,3.1
331,14000US39035102700,grocery,1197,5981,561,53007,39,35,102700,39035102700,1027,Census Tract 1027,G5020,S,1990073,0,41.467836,-81.7273416,0.066624649,0.000214497,0.768371,1,561,-81.72734126,41.46783606,Jojo's African Market,41.4697492,-81.7190783,0,0.957,2.45,0.957,2.75,1/19/2019 16:00,0.957,2.35
334,14000US39035102700,hospital,562,2806,561,53007,39,35,102700,39035102700,1027,Census Tract 1027,G5020,S,1990073,0,41.467836,-81.7273416,0.066624649,0.000214497,0.768371,1,561,-81.72734126,41.46783606,MetroHealth,41.4620675,-81.698173,0,3.563,10.28333333,3.563,9.816666667,1/19/2019 16:00,3.563,9.533333333
340,14000US39035102700,police,2467,12331,561,53007,39,35,102700,39035102700,1027,Census Tract 1027,G5020,S,1990073,0,41.467836,-81.7273416,0.066624649,0.000214497,0.768371,1,561,-81.72734126,41.46783606,Cleveland Police Department 2nd District,41.4594668,-81.7116446,0,2.25,6.4,2.25,7.033333333,1/19/2019 16:00,2.25,6.4
342,14000US39035102800,center,3103,13263,562,53008,39,35,102800,39035102800,1028,Census Tract 1028,G5020,S,451379,0,41.4660463,-81.7166492,0.028031848,4.86E-05,0.174278,1,562,-81.71664923,41.46604633,Cleveland Downtown,41.5047834,-81.6856808,0,11.414,12.88333333,11.414,13.3,1/19/2019 16:00,11.414,12.8
346,14000US39035102800,fire,1833,9161,562,53008,39,35,102800,39035102800,1028,Census Tract 1028,G5020,S,451379,0,41.4660463,-81.7166492,0.028031848,4.86E-05,0.174278,1,562,-81.71664923,41.46604633,Cleveland Fire Station 24,41.4699212,-81.7160376,0,0.559,2.416666667,0.559,2.433333333,1/19/2019 16:00,0.559,2.416666667
352,14000US39035102800,grocery,1198,5986,562,53008,39,35,102800,39035102800,1028,Census Tract 1028,G5020,S,451379,0,41.4660463,-81.7166492,0.028031848,4.86E-05,0.174278,1,562,-81.71664923,41.46604633,Jojo's African Market,41.4697492,-81.7190783,0,0.656,1.933333333,0.656,1.916666667,1/19/2019 16:00,0.656,1.933333333
356,14000US39035102800,hospital,563,2811,562,53008,39,35,102800,39035102800,1028,Census Tract 1028,G5020,S,451379,0,41.4660463,-81.7166492,0.028031848,4.86E-05,0.174278,1,562,-81.71664923,41.46604633,MetroHealth,41.4620675,-81.698173,0,1.905,6.5,1.905,6.466666667,1/19/2019 16:00,1.905,6.416666667
357,14000US39035102800,police,2468,12336,562,53008,39,35,102800,39035102800,1028,Census Tract 1028,G5020,S,451379,0,41.4660463,-81.7166492,0.028031848,4.86E-05,0.174278,1,562,-81.71664923,41.46604633,Cleveland Police Department 2nd District,41.4594668,-81.7116446,0,1.093,3.2,1.093,3.116666667,1/19/2019 16:00,1.093,3.083333333
362,14000US39035102900,center,2585,12745,44,50723,39,35,102900,39035102900,1029,Census Tract 1029,G5020,S,514701,0,41.4668906,-81.7088255,0.033762185,5.55E-05,0.198727,1,44,-81.7081955,41.46776168,Cleveland Downtown,41.5047834,-81.6856808,0,8.187,12.13333333,8.187,12.21666667,1/19/2019 16:00,8.187,12.26666667
368,14000US39035102900,fire,1315,6571,44,50723,39,35,102900,39035102900,1029,Census Tract 1029,G5020,S,514701,0,41.4668906,-81.7088255,0.033762185,5.55E-05,0.198727,1,44,-81.7081955,41.46776168,Cleveland Fire Station 24,41.4699212,-81.7160376,0,0.858,2.583333333,0.858,2.516666667,1/19/2019 16:00,0.858,2.633333333
369,14000US39035102900,grocery,680,3396,44,50723,39,35,102900,39035102900,1029,Census Tract 1029,G5020,S,514701,0,41.4668906,-81.7088255,0.033762185,5.55E-05,0.198727,1,44,-81.7081955,41.46776168,Betty's Food Market,41.465272,-81.706355,0,0.795,2.266666667,0.795,2.333333333,1/19/2019 16:00,0.795,2.333333333
375,14000US39035102900,hospital,45,221,44,50723,39,35,102900,39035102900,1029,Census Tract 1029,G5020,S,514701,0,41.4668906,-81.7088255,0.033762185,5.55E-05,0.198727,1,44,-81.7081955,41.46776168,MetroHealth,41.4620675,-81.698173,0,1.496,4.9,1.496,4.816666667,1/19/2019 16:00,1.496,4.933333333
379,14000US39035102900,police,1950,9746,44,50723,39,35,102900,39035102900,1029,Census Tract 1029,G5020,S,514701,0,41.4668906,-81.7088255,0.033762185,5.55E-05,0.198727,1,44,-81.7081955,41.46776168,Cleveland Police Department 2nd District,41.4594668,-81.7116446,0,1.067,1.85,1.067,1.966666667,1/19/2019 16:00,1.067,1.933333333
383,14000US39035103100,center,3104,13264,563,53009,39,35,103100,39035103100,1031,Census Tract 1031,G5020,S,669059,5055,41.4882275,-81.725159,0.040601948,7.27E-05,0.258325,0.990641711,563,-81.72458882,41.4881116,Cleveland Downtown,41.5047834,-81.6856808,0,5.107,8.5,5.107,8.85,1/19/2019 16:00,5.107,9.033333333
386,14000US39035103100,fire,1834,9166,563,53009,39,35,103100,39035103100,1031,Census Tract 1031,G5020,S,669059,5055,41.4882275,-81.725159,0.040601948,7.27E-05,0.258325,0.990641711,563,-81.72458882,41.4881116,Corps Ignatian Volunteer,41.488872,-81.7112553,0,1.549,4.216666667,1.549,3.933333333,1/19/2019 16:00,1.549,4.016666667
392,14000US39035103100,grocery,1199,5991,563,53009,39,35,103100,39035103100,1031,Census Tract 1031,G5020,S,669059,5055,41.4882275,-81.725159,0.040601948,7.27E-05,0.258325,0.990641711,563,-81.72458882,41.4881116,Vietnam Market,41.485657,-81.7252693,0,0.468,1.45,0.468,1.45,1/19/2019 16:00,0.468,1.45
396,14000US39035103100,hospital,564,2816,563,53009,39,35,103100,39035103100,1031,Census Tract 1031,G5020,S,669059,5055,41.4882275,-81.725159,0.040601948,7.27E-05,0.258325,0.990641711,563,-81.72458882,41.4881116,MetroHealth,41.4620675,-81.698173,0,5.051,13.55,5.444,12.93333333,1/19/2019 16:00,5.444,13.98333333
397,14000US39035103100,police,2469,12341,563,53009,39,35,103100,39035103100,1031,Census Tract 1031,G5020,S,669059,5055,41.4882275,-81.725159,0.040601948,7.27E-05,0.258325,0.990641711,563,-81.72458882,41.4881116,Cleveland Police Department,41.5016822,-81.69686,0,3.487,5.683333333,3.487,5.916666667,1/19/2019 16:00,3.487,6.016666667
402,14000US39035103300,center,2594,12754,53,50732,39,35,103300,39035103300,1033,Census Tract 1033,G5020,S,499678,69936,41.4952357,-81.7080838,0.032523933,6.14E-05,0.192927,0.911671924,53,-81.70806942,41.49500302,Cleveland Downtown,41.5047834,-81.6856808,0,5.53,8.633333333,5.53,8.916666667,1/19/2019 16:00,5.53,9.2
408,14000US39035103300,fire,1324,6616,53,50732,39,35,103300,39035103300,1033,Census Tract 1033,G5020,S,499678,69936,41.4952357,-81.7080838,0.032523933,6.14E-05,0.192927,0.911671924,53,-81.70806942,41.49500302,Corps Ignatian Volunteer,41.488872,-81.7112553,0,0.866,2.65,0.866,2.733333333,1/19/2019 16:00,0.866,2.666666667
410,14000US39035103300,grocery,689,3441,53,50732,39,35,103300,39035103300,1033,Census Tract 1033,G5020,S,499678,69936,41.4952357,-81.7080838,0.032523933,6.14E-05,0.192927,0.911671924,53,-81.70806942,41.49500302,The Grocery OHC - Detroit,41.4911751,-81.7085205,0,0.655,1.75,0.655,1.75,1/19/2019 16:00,0.655,1.8
414,14000US39035103300,hospital,54,266,53,50732,39,35,103300,39035103300,1033,Census Tract 1033,G5020,S,499678,69936,41.4952357,-81.7080838,0.032523933,6.14E-05,0.192927,0.911671924,53,-81.70806942,41.49500302,Cleveland Clinic - Lutheran Hospital,41.486805,-81.707543,0,1.321,3.883333333,1.321,3.883333333,1/19/2019 16:00,1.321,3.9
420,14000US39035103300,police,1959,9791,53,50732,39,35,103300,39035103300,1033,Census Tract 1033,G5020,S,499678,69936,41.4952357,-81.7080838,0.032523933,6.14E-05,0.192927,0.911671924,53,-81.70806942,41.49500302,Cleveland Police Department,41.5016822,-81.69686,0,2.387,5.966666667,2.387,6.566666667,1/19/2019 16:00,2.387,6.6
423,14000US39035103400,center,2881,13041,340,51856,39,35,103400,39035103400,1034,Census Tract 1034,G5020,S,661423,0,41.4801998,-81.7260205,0.036471405,7.13E-05,0.255377,1,340,-81.72602043,41.48019987,Cleveland Downtown,41.5047834,-81.6856808,0,5.492,9.383333333,5.492,9.683333333,1/19/2019 16:00,5.492,9.916666667
428,14000US39035103400,fire,1611,8051,340,51856,39,35,103400,39035103400,1034,Census Tract 1034,G5020,S,661423,0,41.4801998,-81.7260205,0.036471405,7.13E-05,0.255377,1,340,-81.72602043,41.48019987,Cleveland Fire Station 24,41.4699212,-81.7160376,0,2.078,5.566666667,2.131,5.616666667,1/19/2019 16:00,2.078,5.416666667
430,14000US39035103400,grocery,976,4876,340,51856,39,35,103400,39035103400,1034,Census Tract 1034,G5020,S,661423,0,41.4801998,-81.7260205,0.036471405,7.13E-05,0.255377,1,340,-81.72602043,41.48019987,West 65th Beverage & Deli Inc,41.4804981,-81.7300602,0,0.353,1.05,0.353,1.15,1/19/2019 16:00,0.353,1.066666667
435,14000US39035103400,hospital,341,1701,340,51856,39,35,103400,39035103400,1034,Census Tract 1034,G5020,S,661423,0,41.4801998,-81.7260205,0.036471405,7.13E-05,0.255377,1,340,-81.72602043,41.48019987,MetroHealth,41.4620675,-81.698173,0,4.373,10.9,4.373,10.46666667,1/19/2019 16:00,4.373,10.28333333
437,14000US39035103400,police,2246,11226,340,51856,39,35,103400,39035103400,1034,Census Tract 1034,G5020,S,661423,0,41.4801998,-81.7260205,0.036471405,7.13E-05,0.255377,1,340,-81.72602043,41.48019987,Cleveland Police Department 2nd District,41.4594668,-81.7116446,0,4.019,8.716666667,4.019,8.85,1/19/2019 16:00,4.019,8.85
442,14000US39035103500,center,2586,12746,45,50724,39,35,103500,39035103500,1035,Census Tract 1035,G5020,S,827823,0,41.4797256,-81.7201684,0.06354788,8.92E-05,0.319624,1,45,-81.7176045,41.48023517,Cleveland Downtown,41.5047834,-81.6856808,0,4.976,9.133333333,4.976,9.483333333,1/19/2019 16:00,4.976,9.333333333
447,14000US39035103500,fire,1316,6576,45,50724,39,35,103500,39035103500,1035,Census Tract 1035,G5020,S,827823,0,41.4797256,-81.7201684,0.06354788,8.92E-05,0.319624,1,45,-81.7176045,41.48023517,Cleveland Fire Station 4,41.4822835,-81.7087046,0,1.001,3.15,1.001,2.716666667,1/19/2019 16:00,1.001,3.166666667
449,14000US39035103500,grocery,681,3401,45,50724,39,35,103500,39035103500,1035,Census Tract 1035,G5020,S,827823,0,41.4797256,-81.7201684,0.06354788,8.92E-05,0.319624,1,45,-81.7176045,41.48023517,Adam Deli,41.481868,-81.714378,0,0.383,1.166666667,0.383,1.2,1/19/2019 16:00,0.383,1.2
455,14000US39035103500,hospital,46,226,45,50724,39,35,103500,39035103500,1035,Census Tract 1035,G5020,S,827823,0,41.4797256,-81.7201684,0.06354788,8.92E-05,0.319624,1,45,-81.7176045,41.48023517,Cleveland Clinic - Lutheran Hospital,41.486805,-81.707543,0,1.309,4.65,1.309,4.766666667,1/19/2019 16:00,1.309,4.633333333
460,14000US39035103500,police,1951,9751,45,50724,39,35,103500,39035103500,1035,Census Tract 1035,G5020,S,827823,0,41.4797256,-81.7201684,0.06354788,8.92E-05,0.319624,1,45,-81.7176045,41.48023517,Cleveland Police Department 2nd District,41.4594668,-81.7116446,0,3.31,7.2,3.31,7,1/19/2019 16:00,3.31,7.3
464,14000US39035103602,center,2989,13149,448,52500,39,35,103602,39035103602,1036.02,Census Tract 1036.02,G5020,S,2306188,1346696,41.4939656,-81.7178669,0.13035837,0.000393867,0.890424,0.672413793,448,-81.72139,41.49771508,Cleveland Downtown,41.5047834,-81.6856808,0,7.066,10.46666667,7.066,10.86666667,1/19/2019 16:00,7.066,11
466,14000US39035103602,fire,1719,8591,448,52500,39,35,103602,39035103602,1036.02,Census Tract 1036.02,G5020,S,2306188,1346696,41.4939656,-81.7178669,0.13035837,0.000393867,0.890424,0.672413793,448,-81.72139,41.49771508,Corps Ignatian Volunteer,41.488872,-81.7112553,0,3.682,7.166666667,3.682,6.983333333,1/19/2019 16:00,3.682,7.016666667
469,14000US39035103602,grocery,1084,5416,448,52500,39,35,103602,39035103602,1036.02,Census Tract 1036.02,G5020,S,2306188,1346696,41.4939656,-81.7178669,0.13035837,0.000393867,0.890424,0.672413793,448,-81.72139,41.49771508,Thomas Food Market,41.4872061,-81.7174267,0,3.069,5.433333333,3.069,5.5,1/19/2019 16:00,3.069,5.466666667
473,14000US39035103602,hospital,449,2241,448,52500,39,35,103602,39035103602,1036.02,Census Tract 1036.02,G5020,S,2306188,1346696,41.4939656,-81.7178669,0.13035837,0.000393867,0.890424,0.672413793,448,-81.72139,41.49771508,Cleveland Clinic Hillcrest Hospital,41.49932,-81.6943605,0,6.029,10.51666667,6.029,11.05,1/19/2019 16:00,6.029,11.05
477,14000US39035103602,police,2354,11766,448,52500,39,35,103602,39035103602,1036.02,Census Tract 1036.02,G5020,S,2306188,1346696,41.4939656,-81.7178669,0.13035837,0.000393867,0.890424,0.672413793,448,-81.72139,41.49771508,Cleveland Police Department,41.5016822,-81.69686,0,5.446,7.6,5.446,8.083333333,1/19/2019 16:00,5.446,7.983333333
481,14000US39035103800,center,3121,13281,580,53051,39,35,103800,39035103800,1038,Census Tract 1038,G5020,S,876140,0,41.4743255,-81.7115221,0.050315775,9.44E-05,0.338279,1,580,-81.7102305,41.47482466,Cleveland Downtown,41.5047834,-81.6856808,0,8.89,9.966666667,8.89,10.58333333,1/19/2019 16:00,8.89,10.15
487,14000US39035103800,fire,1851,9251,580,53051,39,35,103800,39035103800,1038,Census Tract 1038,G5020,S,876140,0,41.4743255,-81.7115221,0.050315775,9.44E-05,0.338279,1,580,-81.7102305,41.47482466,Cleveland Fire Station 24,41.4699212,-81.7160376,0,1.251,2.933333333,1.251,3.233333333,1/19/2019 16:00,1.251,2.933333333
492,14000US39035103800,grocery,1216,6076,580,53051,39,35,103800,39035103800,1038,Census Tract 1038,G5020,S,876140,0,41.4743255,-81.7115221,0.050315775,9.44E-05,0.338279,1,580,-81.7102305,41.47482466,La Borincana Foods,41.479648,-81.7097458,0,1.192,2.716666667,1.192,2.933333333,1/19/2019 16:00,1.192,2.766666667
493,14000US39035103800,hospital,581,2901,580,53051,39,35,103800,39035103800,1038,Census Tract 1038,G5020,S,876140,0,41.4743255,-81.7115221,0.050315775,9.44E-05,0.338279,1,580,-81.7102305,41.47482466,Cleveland Clinic - Lutheran Hospital,41.486805,-81.707543,0,1.939,6.1,2.021,5.766666667,1/19/2019 16:00,1.939,6.1
497,14000US39035103800,police,2486,12426,580,53051,39,35,103800,39035103800,1038,Census Tract 1038,G5020,S,876140,0,41.4743255,-81.7115221,0.050315775,9.44E-05,0.338279,1,580,-81.7102305,41.47482466,Cleveland Police Department 2nd District,41.4594668,-81.7116446,0,2.888,5.216666667,2.888,5.833333333,1/19/2019 16:00,2.888,5.433333333
502,14000US39035103900,center,2597,12757,56,50738,39,35,103900,39035103900,1039,Census Tract 1039,G5020,S,993343,0,41.4772223,-81.7040293,0.045433134,0.000107081,0.383532,1,56,-81.70402939,41.4772225,Cleveland Downtown,41.5047834,-81.6856808,0,6.675,8.75,6.675,8.916666667,1/19/2019 16:00,6.675,8.9
508,14000US39035103900,fire,1327,6631,56,50738,39,35,103900,39035103900,1039,Census Tract 1039,G5020,S,993343,0,41.4772223,-81.7040293,0.045433134,0.000107081,0.383532,1,56,-81.70402939,41.4772225,Cleveland Fire Station 4,41.4822835,-81.7087046,0,1.772,3.95,1.772,3.983333333,1/19/2019 16:00,1.772,3.95
509,14000US39035103900,grocery,692,3456,56,50738,39,35,103900,39035103900,1039,Census Tract 1039,G5020,S,993343,0,41.4772223,-81.7040293,0.045433134,0.000107081,0.383532,1,56,-81.70402939,41.4772225,La Borincana Foods,41.479648,-81.7097458,0,1.346,2.7,1.346,2.816666667,1/19/2019 16:00,1.346,2.7
515,14000US39035103900,hospital,57,281,56,50738,39,35,103900,39035103900,1039,Census Tract 1039,G5020,S,993343,0,41.4772223,-81.7040293,0.045433134,0.000107081,0.383532,1,56,-81.70402939,41.4772225,Cleveland Clinic - Lutheran Hospital,41.486805,-81.707543,0,2.456,5.366666667,2.456,5.116666667,1/19/2019 16:00,2.456,5.333333333
519,14000US39035103900,police,1962,9806,56,50738,39,35,103900,39035103900,1039,Census Tract 1039,G5020,S,993343,0,41.4772223,-81.7040293,0.045433134,0.000107081,0.383532,1,56,-81.70402939,41.4772225,Cleveland Police Department 2nd District,41.4594668,-81.7116446,0,2.458,4.216666667,2.458,4.616666667,1/19/2019 16:00,2.458,4.366666667
522,14000US39035104100,center,3122,13282,581,53052,39,35,104100,39035104100,1041,Census Tract 1041,G5020,S,684850,0,41.4790024,-81.6978557,0.043222195,7.38E-05,0.264422,1,581,-81.69785573,41.47900262,Cleveland Downtown,41.5047834,-81.6856808,0,4.358,10.86666667,4.358,10.63333333,1/19/2019 16:00,4.358,11.2
526,14000US39035104100,fire,1852,9256,581,53052,39,35,104100,39035104100,1041,Census Tract 1041,G5020,S,684850,0,41.4790024,-81.6978557,0.043222195,7.38E-05,0.264422,1,581,-81.69785573,41.47900262,Cleveland Fire Station 4,41.4822835,-81.7087046,0,1.492,4.8,1.492,4.016666667,1/19/2019 16:00,1.492,4.35
532,14000US39035104100,grocery,1217,6081,581,53052,39,35,104100,39035104100,1041,Census Tract 1041,G5020,S,684850,0,41.4790024,-81.6978557,0.043222195,7.38E-05,0.264422,1,581,-81.69785573,41.47900262,Abbey Market Grocery,41.4845338,-81.6985924,0,1.114,2.7,1.114,2.816666667,1/19/2019 16:00,1.114,2.766666667
534,14000US39035104100,hospital,582,2906,581,53052,39,35,104100,39035104100,1041,Census Tract 1041,G5020,S,684850,0,41.4790024,-81.6978557,0.043222195,7.38E-05,0.264422,1,581,-81.69785573,41.47900262,Cleveland Clinic - Lutheran Hospital,41.486805,-81.707543,0,1.547,5.8,1.547,5.366666667,1/19/2019 16:00,1.547,5.35
540,14000US39035104100,police,2487,12431,581,53052,39,35,104100,39035104100,1041,Census Tract 1041,G5020,S,684850,0,41.4790024,-81.6978557,0.043222195,7.38E-05,0.264422,1,581,-81.69785573,41.47900262,Cleveland Police Department 2nd District,41.4594668,-81.7116446,0,2.942,6.733333333,2.942,7.033333333,1/19/2019 16:00,2.942,6.833333333
542,14000US39035104200,center,3123,13283,582,53068,39,35,104200,39035104200,1042,Census Tract 1042,G5020,S,1491750,165629,41.4852632,-81.687549,0.104561812,0.000178683,0.575968,0.903731747,582,-81.6868525,41.48601844,Cleveland Downtown,41.5047834,-81.6856808,0,3.31,8.966666667,3.31,8.566666667,1/19/2019 16:00,3.31,9.366666667
547,14000US39035104200,fire,1853,9261,582,53068,39,35,104200,39035104200,1042,Census Tract 1042,G5020,S,1491750,165629,41.4852632,-81.687549,0.104561812,0.000178683,0.575968,0.903731747,582,-81.6868525,41.48601844,Cleveland Fire Station 28,41.4928936,-81.6871842,0,1.441,3.383333333,1.441,3.283333333,1/19/2019 16:00,1.441,3.383333333
552,14000US39035104200,grocery,1218,6086,582,53068,39,35,104200,39035104200,1042,Census Tract 1042,G5020,S,1491750,165629,41.4852632,-81.687549,0.104561812,0.000178683,0.575968,0.903731747,582,-81.6868525,41.48601844,Fairfield Food Market,41.482118,-81.688854,0,0.909,3.083333333,0.909,3.316666667,1/19/2019 16:00,0.909,3.15
554,14000US39035104200,hospital,583,2911,582,53068,39,35,104200,39035104200,1042,Census Tract 1042,G5020,S,1491750,165629,41.4852632,-81.687549,0.104561812,0.000178683,0.575968,0.903731747,582,-81.6868525,41.48601844,St. Vincent Charity Medical Center,41.496447,-81.673614,0,2.694,5.516666667,2.694,5.566666667,1/19/2019 16:00,2.694,5.683333333
558,14000US39035104200,police,2488,12436,582,53068,39,35,104200,39035104200,1042,Census Tract 1042,G5020,S,1491750,165629,41.4852632,-81.687549,0.104561812,0.000178683,0.575968,0.903731747,582,-81.6868525,41.48601844,Cleveland Police Auxiliary,41.4989149,-81.6839184,0,2.437,6.133333333,2.437,6.05,1/19/2019 16:00,2.437,6.333333333
561,14000US39035104300,center,2598,12758,57,50739,39,35,104300,39035104300,1043,Census Tract 1043,G5020,S,478370,0,41.480039,-81.6857066,0.038434101,5.16E-05,0.1847,1,57,-81.68570659,41.48003905,Cleveland Downtown,41.5047834,-81.6856808,0,6.111,8.55,6.111,8.55,1/19/2019 16:00,6.111,8.45
568,14000US39035104300,fire,1328,6636,57,50739,39,35,104300,39035104300,1043,Census Tract 1043,G5020,S,478370,0,41.480039,-81.6857066,0.038434101,5.16E-05,0.1847,1,57,-81.68570659,41.48003905,Cleveland Fire Station 28,41.4928936,-81.6871842,0,1.785,4.383333333,1.785,4.383333333,1/19/2019 16:00,1.785,4.333333333
570,14000US39035104300,grocery,693,3461,57,50739,39,35,104300,39035104300,1043,Census Tract 1043,G5020,S,478370,0,41.480039,-81.6857066,0.038434101,5.16E-05,0.1847,1,57,-81.68570659,41.48003905,Professor Market,41.481672,-81.686398,0,0.225,1.316666667,0.225,1.216666667,1/19/2019 16:00,0.225,1.266666667
